customer_id,tenure_months,avg_monthly_transactions,avg_transaction_amount_usd,days_since_last_transaction,support_tickets_last_90d,avg_satisfaction_score,used_promo_code,referred_by_friend,country,device,churned
500096,4,0.17,442.0,40,0,,0,0,Colombia,iOS,0
500219,17,1.3,88.61,55,0,,0,0,Espana,Android,1
505726,4,1.94,501.18,46,1,5.2,0,0,Argentina,Android,1
500413,18,2.44,357.47,25,0,,0,1,Espana,Android,0
502005,20,0.79,65.95,23,1,7.1,1,0,Chile,iOS,0
500233,7,0.28,217.36,12,2,10.0,0,0,Espana,iOS,0
505181,12,1.94,15.45,19,0,,0,0,Republica Dominicana,Android,0
501474,20,2.63,483.1,26,0,,0,0,Colombia,iOS,1
502043,12,3.48,133.76,36,0,,0,1,Panama,Android,0
502983,11,1.52,102.01,24,0,,0,0,Mexico,Android,0
505544,35,2.87,488.62,32,0,,0,1,Colombia,iOS,0
500939,32,1.46,448.03,71,1,5.8,0,0,Chile,iOS,1
501493,34,1.73,277.22,17,2,6.9,0,1,Mexico,Android,0
502799,39,0.91,612.7,14,0,,0,0,Mexico,iOS,0
504216,10,1.7,207.9,48,1,7.3,1,1,Chile,iOS,0
503613,4,1.75,161.48,7,0,,1,0,Mexico,iOS,0
502669,8,5.34,299.98,37,0,,0,0,Espana,iOS,0
504028,1,2.0,439.74,29,0,,1,0,Mexico,Android,0
500166,18,2.84,178.16,15,0,,0,1,Mexico,Android,0
501317,10,5.01,392.91,31,1,9.1,0,0,Chile,iOS,0
500352,17,3.71,123.37,11,0,,0,0,Chile,Android,0
500010,15,1.14,385.66,39,1,7.4,1,0,Peru,Android,0
500133,12,2.77,355.77,28,0,,0,0,Colombia,Android,0
501840,10,1.76,500.32,17,0,,0,0,Mexico,iOS,0
500343,19,3.69,238.72,26,2,10.0,1,0,Republica Dominicana,Android,0
500114,13,3.67,204.69,44,0,,0,0,Peru,Android,0
505484,10,3.35,60.41,4,0,,0,0,Colombia,Android,0
501783,20,3.85,327.85,19,0,,1,0,Chile,Android,0
505117,13,1.32,86.58,15,1,6.2,0,0,Espana,Android,1
503985,15,1.92,305.08,28,1,10.0,0,0,Panama,Android,0
505574,14,7.13,344.13,53,0,,0,0,Peru,iOS,0
505245,11,2.06,201.87,59,0,,0,0,Espana,Android,0
505061,13,0.99,133.05,23,1,6.6,1,0,Argentina,iOS,0
505320,14,5.96,153.47,9,1,7.1,0,0,Mexico,Android,0
505566,11,3.69,199.25,47,1,6.5,1,1,Espana,Android,0
502406,7,0.38,260.75,52,2,6.3,1,0,Panama,Android,1
503895,4,2.82,271.13,97,0,,0,0,Mexico,iOS,1
502497,10,1.6,170.49,48,0,,1,1,Peru,Android,0
504696,20,2.05,101.88,29,3,9.8,0,0,Argentina,Android,0
502425,26,0.41,122.81,96,0,,0,0,Panama,iOS,0
501252,12,3.63,148.21,32,0,,0,0,Espana,Android,0
504399,6,4.79,314.34,42,4,6.0,0,1,Espana,Android,1
500533,5,0.29,83.84,12,0,,1,0,Colombia,iOS,0
505195,3,1.39,403.79,48,2,6.1,1,0,Chile,Android,0
504707,7,2.93,308.84,15,1,7.6,1,0,Espana,iOS,0
502062,20,0.43,199.12,27,0,,0,0,Espana,Android,0
502946,8,2.85,267.22,13,2,8.3,0,0,Argentina,Android,0
503088,13,2.15,62.62,60,0,,1,1,Argentina,iOS,0
505579,16,3.2,186.68,15,0,,1,0,Panama,iOS,1
500920,8,1.68,401.4,7,1,8.7,0,0,Colombia,iOS,0
504191,30,6.67,840.92,32,0,,1,1,Mexico,iOS,0
504232,17,2.96,125.36,114,1,3.5,1,0,Republica Dominicana,iOS,1
501943,4,4.87,25.99,12,0,,1,0,Espana,Android,0
504321,1,5.26,191.54,60,0,,1,0,Mexico,iOS,0
500569,10,1.1,310.55,22,0,,0,0,Mexico,Android,1
500603,4,0.82,256.56,16,0,,0,0,Peru,Android,0
502880,23,1.17,103.12,15,0,,1,1,Republica Dominicana,Android,0
500778,7,6.52,449.26,24,1,5.8,0,0,Peru,Android,0
503585,10,3.31,84.07,33,1,2.2,0,1,Chile,Android,1
505959,11,0.27,203.54,8,0,,0,0,Espana,Android,1
500402,12,7.75,279.1,27,0,,0,0,Colombia,iOS,0
504682,14,2.76,296.6,29,1,7.8,0,0,Colombia,Android,0
504288,17,8.72,149.88,57,0,,0,1,Mexico,Android,0
502008,3,1.1,224.4,37,0,,0,1,Peru,iOS,0
500128,21,2.86,790.86,49,0,,1,0,Argentina,Android,0
500021,21,0.54,252.36,10,1,9.7,0,0,Espana,Android,0
503643,14,2.2,411.62,1,0,,1,0,Colombia,iOS,0
500036,7,3.17,290.0,22,0,,1,0,Argentina,Android,0
501262,10,0.87,166.83,42,1,5.9,0,0,Mexico,Android,0
501711,15,2.35,225.01,32,1,7.6,0,0,Argentina,Android,1
501206,21,7.7,46.68,52,0,,0,0,Mexico,iOS,0
503980,18,3.66,371.05,18,1,8.3,0,0,Peru,Android,0
503090,4,2.87,381.11,194,1,8.3,0,1,Republica Dominicana,Android,1
501403,8,5.34,246.14,42,0,,0,0,Peru,iOS,0
504247,16,4.75,172.03,38,0,,0,1,Espana,iOS,0
504735,10,1.32,170.34,8,0,,1,0,Colombia,iOS,0
502696,11,0.37,223.76,7,3,8.6,0,0,Argentina,Android,0
501504,22,3.76,360.67,25,0,,1,0,Espana,iOS,0
500494,14,3.17,185.67,41,1,9.2,1,0,Colombia,iOS,0
504808,27,1.25,159.77,30,1,4.4,1,0,Argentina,iOS,0
502162,19,1.12,781.35,40,0,,1,0,Argentina,iOS,0
502204,11,3.84,382.45,96,1,6.5,0,1,Chile,Android,1
504569,15,1.73,68.07,82,0,,0,0,Colombia,Android,1
503626,8,1.72,177.13,26,1,5.9,1,1,Colombia,iOS,0
500500,16,3.29,45.55,45,0,,0,0,Mexico,Android,0
501005,16,3.29,269.29,57,0,,0,0,Argentina,Android,0
502625,10,1.5,188.73,9,2,3.1,0,0,Chile,iOS,0
504527,9,1.6,273.38,63,0,,1,0,Colombia,Android,1
500847,17,2.82,422.46,24,0,,0,0,Espana,Android,0
505682,34,1.42,445.58,29,0,,0,0,Panama,Android,0
503373,10,1.49,174.32,16,0,,1,1,Colombia,iOS,1
501548,6,7.15,137.04,17,0,,0,0,Republica Dominicana,Android,0
505422,19,1.87,321.19,82,0,,1,0,Argentina,Android,1
502454,9,1.9,56.41,46,0,,1,1,Peru,Android,0
503266,8,1.26,400.46,74,1,5.7,0,0,Republica Dominicana,Android,1
501202,3,0.24,547.22,11,2,10.0,0,0,Republica Dominicana,Android,0
500035,23,1.55,143.82,43,0,,0,0,Espana,Android,1
501555,6,3.56,269.26,36,1,5.2,1,1,Espana,Android,0
504770,16,1.9,479.69,32,0,,0,0,Chile,iOS,0
500725,6,2.61,149.65,17,0,,1,0,Mexico,Android,0
502691,1,3.47,306.61,42,0,,0,1,Argentina,Android,0
502689,27,1.39,281.72,46,2,9.3,0,0,Colombia,Android,0
501223,11,0.91,183.27,52,0,,0,0,Chile,Android,0
505006,18,5.98,159.06,23,0,,1,0,Argentina,Android,1
501089,13,3.8,357.12,118,1,6.6,1,0,Colombia,iOS,0
500908,26,4.89,145.21,63,0,,1,0,Argentina,Android,0
503850,2,7.6,513.66,33,2,7.8,0,0,Argentina,Android,0
503357,23,0.84,186.56,42,0,,1,0,Peru,Android,0
502681,5,2.03,340.68,49,0,,1,0,Peru,Android,0
501705,33,3.5,100.07,23,0,,1,1,Chile,Android,0
500576,7,1.39,169.32,121,2,9.0,1,1,Espana,iOS,0
505429,3,0.38,422.44,106,0,,0,0,Chile,Android,0
500541,4,1.29,234.88,3,0,,0,0,Argentina,iOS,0
503252,16,2.22,334.15,18,1,6.2,1,0,Colombia,iOS,1
505748,13,5.93,310.44,27,2,7.0,0,0,Republica Dominicana,Android,0
500284,13,2.89,341.19,20,0,,0,0,Peru,iOS,0
504478,17,2.02,138.57,35,3,8.3,0,0,Peru,iOS,0
502117,6,4.67,262.88,6,0,,0,0,Peru,Android,0
501800,15,0.95,386.09,74,1,9.0,0,1,Republica Dominicana,iOS,0
502039,11,7.8,129.1,2,0,,0,0,Mexico,iOS,0
500843,9,0.79,134.45,18,1,7.3,0,1,Colombia,iOS,0
504414,24,2.53,375.27,52,1,5.2,0,0,Argentina,Android,1
503350,30,2.38,933.74,41,0,,0,0,Argentina,Android,0
502431,2,6.38,461.89,35,0,,0,0,Colombia,iOS,0
500760,5,5.67,623.64,4,0,,0,0,Republica Dominicana,Android,0
502428,27,0.48,259.6,21,0,,0,0,Mexico,Android,0
500613,10,1.02,656.44,129,0,,0,0,Mexico,Android,1
503299,7,1.98,544.45,22,0,,0,0,Panama,Android,0
500633,19,4.1,780.46,50,0,,1,0,Mexico,iOS,0
505943,5,1.06,332.76,39,0,,1,0,Espana,Android,0
505352,19,0.86,512.16,59,1,5.5,0,0,Peru,Android,1
505777,5,1.0,124.7,4,1,6.0,0,0,Mexico,Android,0
505992,12,0.1,104.93,10,0,,1,0,Peru,Android,0
504103,40,2.74,80.53,5,0,,1,0,Chile,iOS,0
504872,4,10.14,767.66,66,1,7.9,0,0,Panama,iOS,1
504164,15,9.59,375.9,18,0,,0,0,Espana,Android,0
504866,18,4.8,119.21,14,0,,0,0,Peru,Android,0
501640,4,2.42,577.9,7,0,,1,0,Argentina,Android,0
503836,2,2.52,239.98,51,2,7.9,0,1,Peru,Android,0
502020,8,1.84,276.79,17,0,,0,0,Mexico,iOS,0
501339,20,2.76,138.01,36,0,,1,0,Argentina,Android,0
502133,8,6.63,66.77,20,1,7.2,1,0,Republica Dominicana,iOS,0
504832,4,1.33,628.14,38,0,,1,0,Chile,Android,0
505899,8,3.75,244.46,9,1,7.3,0,0,Republica Dominicana,Android,0
500885,10,2.04,248.55,31,0,,0,0,Peru,Android,0
501934,13,1.31,442.07,27,1,7.8,0,1,Espana,Android,0
502935,28,3.03,270.49,35,0,,0,0,Chile,iOS,1
502397,11,0.93,275.22,13,1,4.0,0,0,Espana,Android,0
503909,5,5.56,81.42,56,0,,0,0,Espana,iOS,0
504600,5,0.85,347.76,10,0,,0,0,Mexico,iOS,0
500874,12,3.32,182.03,51,1,5.6,0,0,Colombia,Android,0
503765,16,4.54,222.06,25,0,,0,0,Mexico,Android,0
504560,12,2.67,321.62,29,0,,1,0,Chile,Android,0
505543,16,2.49,488.15,36,0,,0,0,Colombia,Android,0
505552,13,1.71,35.67,48,2,6.5,0,0,Colombia,Android,1
505248,33,5.74,618.04,25,1,6.3,1,0,Peru,Android,0
503228,15,2.66,531.08,31,1,8.0,0,0,Mexico,iOS,0
503879,37,0.8,100.74,20,2,4.5,1,0,Panama,iOS,1
504920,33,11.73,28.64,32,2,6.7,0,0,Colombia,Android,0
504768,25,0.86,222.95,19,0,,1,0,Mexico,iOS,0
503797,9,3.73,710.4,42,0,,0,0,Republica Dominicana,Android,0
504974,6,1.94,162.43,32,1,2.4,1,0,Mexico,Android,0
501047,12,0.56,162.18,29,2,7.2,0,1,Colombia,iOS,0
504769,4,1.53,373.5,6,0,,0,0,Colombia,iOS,0
500595,23,2.44,139.75,39,0,,1,0,Chile,Android,1
502943,22,5.03,352.08,16,1,7.5,1,0,Peru,Android,0
502099,19,0.69,299.18,9,0,,0,0,Peru,iOS,0
501167,9,4.21,619.93,29,1,9.6,0,0,Argentina,Android,0
501700,4,2.93,429.03,123,0,,0,1,Colombia,iOS,0
502294,9,1.27,348.25,6,0,,1,0,Espana,Android,0
504997,6,2.12,463.07,4,0,,1,0,Espana,iOS,0
500501,15,2.59,249.23,11,1,6.5,1,0,Peru,iOS,0
504100,7,2.47,330.02,2,1,6.5,0,0,Panama,iOS,0
501990,30,3.71,393.33,22,0,,0,0,Argentina,iOS,0
501121,13,1.03,312.4,42,0,,0,0,Espana,iOS,0
505728,6,3.02,150.66,46,0,,0,1,Espana,iOS,0
500586,17,4.22,291.54,89,1,7.9,1,0,Espana,Android,1
502991,19,7.7,370.52,6,2,6.2,0,1,Argentina,iOS,0
500969,5,1.9,616.08,24,1,7.6,0,0,Espana,iOS,0
503168,18,5.99,204.67,34,0,,1,0,Republica Dominicana,Android,0
501652,17,7.77,550.69,55,1,7.1,1,1,Panama,Android,0
502901,9,1.96,412.18,42,0,,0,0,Espana,iOS,0
501974,6,5.19,179.67,77,0,,1,0,Espana,Android,0
503863,8,3.68,85.57,72,0,,0,0,Panama,Android,0
502866,12,2.4,165.73,87,1,4.8,1,0,Peru,iOS,0
502038,21,0.59,81.63,27,1,6.5,0,0,Argentina,Android,0
505332,7,1.59,448.64,57,2,8.2,1,0,Chile,iOS,1
502658,9,0.12,252.62,25,0,,0,0,Mexico,Android,0
505911,15,3.06,547.81,28,1,8.0,1,1,Panama,iOS,0
500437,27,4.0,1175.92,84,0,,1,0,Peru,Android,0
502751,11,1.43,274.29,6,2,8.7,1,0,Espana,Android,0
504499,7,5.33,79.5,61,0,,0,0,Mexico,Android,0
503498,14,0.91,356.96,19,0,,1,0,Espana,iOS,0
504423,12,2.04,230.8,22,2,6.0,0,0,Republica Dominicana,iOS,1
501059,16,1.31,385.1,62,0,,0,0,Espana,Android,0
504267,11,0.8,494.77,42,0,,1,1,Espana,Android,0
503636,16,2.59,134.36,35,1,8.7,1,1,Peru,iOS,1
504083,28,2.1,201.39,43,0,,0,1,Peru,iOS,0
505578,20,0.17,287.96,38,0,,1,1,Espana,Android,0
502085,9,1.35,789.26,46,0,,0,0,Mexico,iOS,0
504049,14,5.37,517.43,26,0,,1,0,Peru,iOS,0
501451,8,0.62,203.88,21,0,,0,0,Chile,Android,0
503360,23,4.87,191.96,112,0,,1,0,Peru,Android,1
504008,21,6.29,59.61,37,0,,0,0,Republica Dominicana,iOS,0
502378,4,2.21,576.32,63,1,8.3,0,1,Mexico,Android,0
505785,5,3.12,180.0,60,0,,1,0,Colombia,Android,0
502281,7,7.29,156.11,37,0,,1,1,Colombia,Android,0
505457,7,4.27,354.3,14,1,4.6,0,0,Mexico,Android,1
505442,20,2.61,159.76,42,1,9.7,0,0,Panama,Android,0
502151,10,3.96,192.54,10,1,10.0,0,1,Peru,Android,0
500106,35,2.65,28.87,9,0,,0,0,Peru,iOS,0
504238,27,4.09,393.15,5,0,,1,0,Colombia,Android,0
505017,15,3.11,357.47,15,1,8.4,1,0,Panama,Android,0
505449,6,0.59,427.03,8,0,,0,0,Republica Dominicana,Android,0
500744,27,6.7,667.59,20,1,5.3,1,0,Argentina,Android,0
504582,10,1.85,458.56,91,0,,0,0,Espana,iOS,0
502315,10,5.94,80.05,40,1,4.3,0,0,Chile,Android,0
502564,9,2.42,99.96,103,0,,1,1,Panama,iOS,0
504365,9,0.53,208.08,11,0,,0,0,Espana,Android,0
500415,30,2.63,128.75,28,1,5.5,1,0,Mexico,Android,0
500094,6,1.84,330.32,31,2,8.8,1,0,Argentina,Android,0
500322,14,3.49,476.79,26,1,10.0,1,0,Mexico,iOS,0
504742,11,1.81,358.11,19,1,7.8,1,0,Republica Dominicana,iOS,0
503746,6,4.08,100.66,3,2,7.5,1,0,Colombia,Android,1
505820,7,2.48,292.73,42,1,8.9,1,0,Espana,Android,0
505280,15,0.59,499.19,7,0,,0,0,Mexico,Android,0
500052,21,1.27,413.41,74,0,,0,1,Mexico,Android,0
500786,12,3.68,99.77,31,2,7.7,1,0,Peru,iOS,1
502811,29,1.03,354.72,27,0,,0,0,Republica Dominicana,Android,0
500993,39,1.23,123.86,9,1,6.7,0,0,Colombia,iOS,0
500536,14,2.64,480.74,46,0,,0,1,Colombia,Android,0
503071,2,1.49,130.09,14,0,,0,0,Argentina,Android,0
504633,6,2.02,138.7,50,0,,0,0,Panama,iOS,0
500246,1,6.06,173.65,13,1,7.3,1,0,Argentina,Android,0
500556,11,0.98,580.65,18,1,5.6,0,0,Espana,Android,0
505614,16,1.75,126.81,4,0,,0,1,Argentina,iOS,0
503442,9,2.92,403.33,36,1,9.6,0,0,Panama,Android,0
505591,21,5.06,310.57,7,1,9.7,0,0,Colombia,Android,0
505963,9,6.92,176.45,26,0,,1,0,Mexico,iOS,0
501807,10,4.1,95.04,10,0,,0,0,Espana,iOS,0
505517,2,1.4,128.35,29,0,,1,1,Colombia,Android,0
500225,4,5.86,277.85,47,0,,0,1,Espana,Android,0
502392,8,1.35,232.29,79,0,,0,0,Colombia,iOS,0
500593,27,0.94,173.89,37,0,,0,0,Mexico,Android,1
500387,38,2.54,207.76,12,0,,1,0,Republica Dominicana,Android,0
503523,18,1.76,328.61,12,0,,1,0,Republica Dominicana,iOS,0
500736,6,1.7,167.38,76,0,,0,0,Argentina,Android,0
503196,8,5.19,363.99,32,0,,0,0,Colombia,iOS,0
503277,39,2.35,129.79,7,0,,1,0,Panama,Android,0
502517,14,0.91,398.93,43,0,,1,0,Chile,iOS,0
505842,9,2.3,66.3,48,1,10.0,1,0,Peru,Android,0
504251,4,2.12,138.89,34,0,,1,1,Mexico,iOS,0
502265,19,2.98,70.94,44,1,4.6,0,0,Republica Dominicana,Android,0
501643,12,5.07,279.54,78,2,7.1,0,0,Republica Dominicana,Android,1
505730,13,8.74,192.97,56,1,6.7,0,0,Espana,iOS,0
505595,20,2.59,161.79,3,1,7.2,0,0,Peru,Android,0
500685,1,0.17,102.38,13,3,7.4,0,1,Peru,Android,0
503052,21,2.49,313.42,7,1,7.3,1,0,Chile,Android,0
503567,5,1.12,43.33,7,0,,1,0,Panama,Android,1
500356,12,4.78,288.65,41,0,,0,1,Panama,Android,0
501546,7,2.26,482.95,58,2,10.0,0,0,Peru,iOS,0
501959,28,3.24,182.14,36,0,,1,0,Chile,Android,0
500405,14,1.21,530.97,35,0,,0,0,Mexico,iOS,1
505148,17,3.59,146.91,62,2,2.7,0,0,Panama,Android,1
504675,19,2.1,298.82,22,0,,0,0,Espana,Android,0
502403,11,1.48,378.51,48,1,6.5,1,0,Chile,Android,0
500547,15,2.81,182.08,10,0,,0,0,Republica Dominicana,iOS,0
503829,9,2.04,96.28,12,3,2.8,0,0,Chile,Android,1
503749,13,2.22,795.27,133,1,6.4,0,0,Espana,iOS,0
504225,21,4.57,205.72,11,0,,0,0,Peru,Android,0
502958,43,0.38,152.67,66,0,,0,1,Mexico,Android,0
504906,3,8.86,93.62,17,1,8.0,0,0,Mexico,Android,0
505151,5,2.94,525.26,123,0,,0,1,Peru,iOS,0
500817,10,2.56,235.74,24,0,,0,0,Republica Dominicana,Android,0
501052,16,8.87,427.24,8,2,7.2,1,0,Republica Dominicana,iOS,0
500156,10,1.25,612.31,12,0,,0,0,Mexico,iOS,0
503619,13,0.45,526.89,38,1,6.6,0,0,Espana,iOS,0
500710,13,5.52,346.94,49,0,,0,1,Espana,iOS,0
500755,9,3.81,388.11,13,2,8.0,1,0,Mexico,iOS,0
501853,15,1.14,277.18,19,0,,0,0,Colombia,iOS,0
505241,21,6.53,76.31,43,1,4.6,1,1,Mexico,Android,0
500064,15,2.26,43.39,30,1,7.3,0,0,Chile,Android,0
505412,6,4.14,170.05,45,0,,1,0,Panama,iOS,1
505277,7,2.09,201.02,33,0,,1,0,Mexico,Android,0
503713,24,2.9,673.76,111,0,,1,0,Mexico,Android,1
502191,15,2.31,296.33,27,3,10.0,1,0,Peru,Android,0
500375,32,0.31,347.16,11,0,,0,1,Argentina,Android,0
501884,12,3.53,301.96,17,1,8.8,0,0,Espana,Android,0
504195,15,3.0,173.17,14,1,7.1,0,0,Panama,iOS,1
505898,5,3.78,166.77,33,1,4.7,0,0,Peru,Android,0
503253,13,6.83,422.7,33,0,,1,0,Chile,Android,0
505798,9,2.8,344.0,5,1,7.9,1,0,Espana,Android,0
500852,11,1.67,240.05,19,0,,1,0,Colombia,Android,0
505309,11,7.28,234.45,7,0,,0,0,Chile,Android,0
504280,19,0.81,284.13,76,1,5.3,1,1,Panama,iOS,1
502761,25,2.91,516.89,2,2,7.8,1,0,Espana,Android,0
503590,17,0.73,259.89,10,0,,0,0,Mexico,iOS,0
505448,22,2.52,44.3,41,1,8.8,1,0,Mexico,iOS,1
505152,11,0.88,338.8,35,2,8.1,0,0,Mexico,Android,0
503744,38,1.23,99.68,48,1,6.5,1,0,Colombia,iOS,0
501410,6,2.55,186.7,24,0,,0,0,Peru,Android,0
503320,5,0.92,222.81,29,1,9.6,0,0,Colombia,iOS,0
501398,13,1.05,162.75,67,0,,0,0,Espana,iOS,0
500695,5,0.79,115.73,23,0,,0,0,Espana,Android,0
504816,2,0.96,134.51,40,0,,0,1,Argentina,Android,0
505773,15,2.01,615.96,34,0,,1,0,Espana,Android,0
500081,7,1.41,285.9,39,0,,0,0,Mexico,iOS,0
503573,46,0.72,231.28,116,1,6.1,0,1,Argentina,Android,0
504823,26,4.14,203.89,3,0,,0,0,Colombia,iOS,0
503439,16,8.72,950.48,7,0,,0,0,Panama,Android,0
504787,17,3.29,443.7,83,1,9.4,1,1,Panama,Android,0
502759,43,0.71,239.49,22,0,,0,0,Mexico,iOS,0
500924,9,3.68,298.6,41,0,,0,0,Mexico,Android,0
500943,1,3.06,415.89,31,0,,1,0,Mexico,Android,0
505026,23,0.72,187.37,39,0,,1,0,Colombia,Android,0
503483,20,1.86,241.76,29,1,10.0,0,0,Mexico,iOS,0
505350,26,1.64,277.8,63,0,,1,0,Mexico,Android,0
503552,12,1.61,605.11,15,2,5.0,0,0,Espana,Android,1
503127,21,0.64,390.06,90,0,,0,1,Espana,Android,1
503653,28,2.09,318.46,23,1,6.2,0,1,Espana,Android,0
505276,10,2.19,196.07,9,0,,0,0,Colombia,Android,0
502613,42,1.3,272.87,60,1,8.5,0,0,Colombia,iOS,0
501658,7,5.64,121.42,90,0,,0,0,Mexico,Android,0
501086,24,1.6,331.39,58,0,,0,1,Argentina,Android,0
505699,25,1.06,289.35,79,0,,0,0,Espana,Android,0
500007,4,1.17,190.82,27,0,,1,0,Peru,iOS,0
502798,15,2.37,511.07,1,0,,1,0,Mexico,iOS,0
502888,3,1.54,65.37,77,1,6.3,1,0,Espana,iOS,1
504594,9,5.5,31.29,84,0,,1,0,Mexico,iOS,1
503820,18,3.81,133.78,4,0,,1,0,Argentina,Android,0
505626,8,4.34,159.85,11,1,7.7,1,0,Chile,Android,0
501326,23,3.72,291.14,3,1,8.2,1,0,Chile,iOS,0
501590,13,2.37,250.27,9,0,,0,0,Mexico,Android,0
500443,7,1.94,348.72,44,0,,0,0,Espana,Android,0
500555,11,2.99,572.92,22,0,,1,0,Republica Dominicana,Android,1
500747,16,0.72,265.79,53,0,,1,0,Colombia,iOS,0
505572,20,3.18,132.21,14,0,,1,0,Argentina,Android,0
501235,11,1.02,181.94,41,0,,1,1,Mexico,iOS,0
502223,11,4.13,125.85,42,0,,0,1,Mexico,iOS,1
505692,20,0.89,631.48,80,0,,1,0,Colombia,iOS,1
503569,6,1.56,103.45,9,1,6.1,0,0,Chile,iOS,0
505504,3,0.67,245.83,46,1,6.6,0,0,Colombia,Android,0
502630,5,1.81,275.82,87,0,,0,0,Mexico,iOS,0
504701,7,0.88,481.52,26,1,7.3,0,1,Chile,iOS,1
505033,60,1.33,141.56,15,0,,1,1,Chile,iOS,0
500846,23,1.3,739.52,50,3,8.2,0,1,Mexico,Android,1
504918,14,7.87,740.08,79,1,8.5,0,1,Mexico,iOS,0
505803,19,1.51,249.08,96,1,5.3,0,0,Argentina,Android,1
500308,5,3.78,864.88,47,2,6.7,0,0,Espana,Android,0
501505,11,2.9,117.88,12,2,3.3,0,1,Chile,Android,0
502336,22,4.81,378.92,92,1,10.0,0,0,Espana,Android,0
502684,15,5.45,182.86,14,0,,1,1,Mexico,iOS,0
505505,4,1.76,87.8,25,1,6.9,1,1,Colombia,iOS,0
500393,24,0.52,275.13,25,0,,1,0,Argentina,Android,0
500670,43,1.26,321.28,22,0,,0,0,Colombia,Android,0
502033,23,4.34,87.82,64,1,7.5,0,0,Chile,Android,0
501721,7,3.58,110.75,4,1,4.9,1,0,Republica Dominicana,Android,0
504303,5,1.93,255.09,57,0,,1,0,Espana,Android,0
503656,9,1.45,34.98,96,0,,0,0,Argentina,Android,0
501038,3,3.43,402.44,51,0,,0,0,Mexico,Android,1
501822,2,3.28,587.49,29,0,,0,1,Argentina,Android,0
503733,1,1.76,316.38,19,1,8.1,0,0,Espana,iOS,1
504377,18,3.87,287.08,48,0,,0,0,Espana,Android,0
502631,19,0.97,361.4,45,1,5.5,1,1,Espana,iOS,1
501076,6,2.11,442.62,18,0,,0,0,Espana,Android,0
501257,11,1.98,239.65,50,1,5.6,0,1,Espana,iOS,0
503924,45,0.65,107.19,30,0,,0,0,Panama,iOS,1
500373,15,0.94,73.74,92,0,,0,0,Espana,Android,0
500425,10,2.16,201.71,19,1,10.0,0,0,Colombia,Android,0
501851,5,6.05,292.12,20,0,,0,1,Espana,Android,0
500390,4,1.26,696.08,28,3,6.8,1,1,Colombia,Android,0
503045,57,5.64,185.79,7,1,3.3,0,1,Peru,Android,0
503727,12,1.26,497.33,96,2,6.0,1,0,Espana,iOS,1
505536,4,1.74,397.56,35,0,,0,0,Mexico,iOS,0
504397,23,0.48,244.16,6,0,,0,0,Chile,iOS,0
503024,24,3.93,204.48,27,0,,0,0,Espana,Android,0
503332,24,0.75,297.51,68,1,6.7,0,0,Colombia,Android,0
504159,14,6.98,108.24,23,1,6.9,1,0,Mexico,Android,0
505463,29,2.76,173.99,6,2,6.6,0,1,Republica Dominicana,iOS,0
500701,3,2.53,580.49,79,0,,1,0,Mexico,Android,0
501368,14,3.69,476.74,26,0,,0,1,Colombia,Android,0
503970,23,2.01,94.44,81,3,5.4,0,0,Republica Dominicana,Android,0
503665,16,3.0,345.9,30,4,10.0,0,0,Espana,Android,0
505776,19,1.65,74.64,32,2,6.7,1,0,Espana,Android,0
502548,40,0.98,305.56,77,0,,1,0,Colombia,Android,0
503874,8,4.62,217.34,45,1,7.0,1,0,Peru,Android,0
500986,29,3.08,152.37,31,2,5.2,0,1,Espana,iOS,0
502687,19,0.7,156.56,29,0,,0,0,Espana,iOS,1
503854,16,2.53,613.19,14,1,9.3,0,0,Espana,Android,0
501511,22,2.97,462.83,22,0,,0,1,Mexico,Android,0
501855,3,2.18,224.12,48,0,,0,0,Peru,Android,0
504976,12,1.27,193.84,31,0,,1,0,Peru,iOS,0
502987,24,1.23,247.19,28,2,4.2,1,0,Colombia,Android,1
502909,15,0.43,456.0,25,1,8.7,0,0,Republica Dominicana,iOS,0
500777,19,0.1,18.29,45,1,10.0,0,0,Republica Dominicana,Android,0
504648,20,0.22,406.54,61,0,,0,1,Mexico,Android,0
501956,9,4.4,267.14,3,1,9.9,0,0,Republica Dominicana,Android,0
504241,25,2.09,248.84,6,0,,0,0,Republica Dominicana,iOS,0
500730,24,1.64,512.92,1,0,,1,0,Espana,Android,0
502054,3,2.73,124.07,72,0,,0,1,Argentina,Android,0
505485,16,0.36,38.47,5,0,,1,1,Mexico,Android,0
505755,17,1.53,659.27,146,0,,0,0,Espana,iOS,1
500720,24,0.46,169.92,23,0,,1,0,Mexico,Android,0
504135,11,2.16,214.96,37,1,4.7,0,0,Colombia,Android,0
503725,8,4.26,82.28,81,0,,0,0,Espana,iOS,1
504199,11,6.04,417.63,23,1,5.8,1,1,Peru,iOS,0
501602,13,2.59,544.83,13,0,,1,1,Panama,Android,0
504375,20,5.34,319.83,38,0,,0,0,Peru,Android,0
503190,21,0.92,124.71,21,0,,1,0,Espana,iOS,0
501952,22,1.17,96.51,56,1,8.8,0,0,Peru,iOS,0
501501,3,2.65,400.0,54,1,6.8,1,1,Espana,Android,1
500324,25,4.37,427.27,46,1,5.2,0,1,Argentina,Android,0
500355,30,0.66,447.75,22,1,6.7,1,0,Colombia,Android,0
500490,25,1.25,375.43,16,0,,0,0,Colombia,iOS,0
503017,36,2.08,261.39,36,0,,1,0,Espana,iOS,0
